conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.02E+18,Fri Jul 06 00:07:06 +0000 2018,0,:Piala dunia saiki ra rame : Kowe ng njowo ok jajal ng rusia tep rame,1.02E+18,,,in,"Kota Manado, Sulawesi Utara",0,0,0,https://twitter.com/webemon/status/1015024303287328768,278908505,webemon
1.02E+18,Fri Jul 06 00:43:08 +0000 2018,0,Jepang dan Piala Dunia ini emang gada abisnya ceritanya. Setelah suporter Jepang yang pada bersihin sampah di stadion kmrn pemainnya yang pada rapiin ruang gantinya sendiri serapi2nya gada sampah dan hanya meninggalkan kertas dgn tulisan yang kl diterjemahin terima kasih Rusia .,1.02E+18,,,in,Indonesia,0,0,0,https://twitter.com/onikaka/status/1015033369468366848,22162034,onikaka
1.01E+18,Fri Jul 06 00:58:08 +0000 2018,0,@canggihpw @eppofahmi @rikowanted Nggak lagi di Rusia Cang nonton pildun. Hehehe,1.02E+18,,canggihpw,in,Yogyakarta,0,1,0,https://twitter.com/ZulfakhriAuzar/status/1015037144681758720,69796854,ZulfakhriAuzar
1.02E+18,Fri Jul 06 00:58:52 +0000 2018,0,Kalau ada yang sebelumnya ada yang berharap Brasil bisa ketemu uruguayguay di Semi final piala dunia #WorldCup . Kalian gak sendirian. Seperti kataku beberapa waktu lalu Dukun Rusia itu kejam. Neymar akhirnya mudik juga.,1.02E+18,,,in,Bandung,0,0,1,https://twitter.com/Firmansept20/status/1015037330657120256,436302084,Firmansept20
1.02E+18,Fri Jul 06 01:57:02 +0000 2018,0,Ada ga ya liputan yang khusus membahas proses peliputan pertandingan di Piala Dunia teknologi kameranya dan sebagainya pengen tau banget,1.02E+18,,,in,,0,2,3,https://twitter.com/xrsmndx/status/1015051967549206528,47990430,xrsmndx
1.01E+18,Fri Jul 06 03:17:45 +0000 2018,0,@vinca_lee Eittt tau nya di final rusia vs uruguayguay  gagal paham piala dunia sekarang,1.02E+18,,,in,Surabaya,0,0,0,https://twitter.com/Prof_RizalAK/status/1015072281704390656,344598881,Prof_RizalAK
1.02E+18,Fri Jul 06 04:44:23 +0000 2018,1,andaikan VAR ini sudah berlaku di Piala Dunia 2010 .. pasti Gol Lampard akan bisa bawa England lebih jauh..yaa minimal gak dibantai lah inglen nya,1.02E+18,,DuniaSukan,in,,0,0,0,https://twitter.com/DuniaSukan/status/1015094083650351105,261941476,DuniaSukan
1.02E+18,Fri Jul 06 04:44:55 +0000 2018,0,Untung aja germany gg lolos bahkan gg juara pildun 2018 Bayangin coba germany juara di Rusia WW3 fix lah itu,1.02E+18,,,in,Jakarta,0,0,0,https://twitter.com/cuma_rio_aja/status/1015094215431241728,177971452,cuma_rio_aja
1.01E+18,Fri Jul 06 05:55:53 +0000 2018,0,@Noviana13958542 @BTS_twt Plis deh ya gw ngikutin pildun dari awal pas Rusia kontra Arab saudi-_ pas pertandingan berlangsung emang ga ada lagu yang di puter mba. Iya kali main bola sambil dengerin lagu. Mba ni nih yang ga pernah nonton bola. Perasaan sebelum bertanding para pemain latihan dulu bentar aelahh,1.02E+18,,Noviana13958542,in,"Riau, Indonesia",0,1,0,https://twitter.com/realemaaa/status/1015112076195328001,1.01E+18,realemaaa
1.01E+18,Fri Jul 06 05:59:31 +0000 2018,0,@GunRomli Ke rusia ngapain ntn piala dunia? Liat stadion mo bangun stadion persija apa mo bangun *stadion* baru,1.02E+18,,GunRomli,in,Indonesia,0,0,0,https://twitter.com/khoiazka/status/1015112991723778048,7.68E+17,khoiazka
1.01E+18,Fri Jul 06 06:44:51 +0000 2018,0,@Ndinmuh93 @Gilar_17 @TabloidBOLA Oh saya baru tau kalau piala dunia ada yang main di luar rusia ya ,1.02E+18,,Ndinmuh93,in,,0,1,0,https://twitter.com/AnggaGstna/status/1015124399123456001,2284426064,AnggaGstna
1.02E+18,Fri Jul 06 07:13:54 +0000 2018,0,Apakah takbiran masuk ke dalam konsep pembukaan piala dunia ?,1.02E+18,,,in,,0,0,0,https://twitter.com/alyaxabila/status/1015131710139203589,234247059,alyaxabila
1.02E+18,Fri Jul 06 08:41:12 +0000 2018,0,@CoachJustinL sebagai orang awam saya mau nyank.. ni hasil uang tiket piala dunia itu uang nya buat.. siapa ya buat fifa apa tuan rumah rusia tolong di jawab @CoachJustinL ,1.02E+18,,CoachJustinL,in,Medan - Indonesia,1,0,0,https://twitter.com/AriefRMCF_/status/1015153681543516161,2759294352,AriefRMCF_
1.02E+18,Fri Jul 06 11:01:24 +0000 2018,0,Gw berani bilang rusia bisa melangkah jauh di piala dunia kali ini. Minimal perempat final mungkin bahkan sampe final &amp; juara,1.02E+18,,,in,"Banten, Indonesia",0,0,0,https://twitter.com/seblaktuhenakk/status/1015188962250448896,2181471805,seblaktuhenakk
1.02E+18,Fri Jul 06 11:25:05 +0000 2018,0,@WajahMuslim17 Betul juga. Piala dunia bisa di Rusia karena Pak jokowi. Dan ASEAN GAME bisa di indonesia krn pak jokowi juga ya???? Heehhe... Duina dalam berita,1.02E+18,,,in,GOODminton World,0,0,0,https://twitter.com/G_minton/status/1015194921819443200,271105106,G_minton
1.02E+18,Fri Jul 06 11:31:37 +0000 2018,0,Gak kerasa akhir Piala Dunia 2018 Rusia sudah di depan mata dan mengerucut pada dua nama; Prancis dan Kroasia bertemu di final yang akan berlangsung Minggu malam 15 Juli 2018. Hayooo yang dukung Prancis mana suaranya? Yang Kroasia unjuk tangan dong Teman!,1.02E+18,,,in,,0,1,0,https://twitter.com/ryankharism/status/1015196564220928001,98025285,ryankharism
1.02E+18,Fri Jul 06 12:00:00 +0000 2018,0,Saksikan rangkaian acara @FIFAWorldCup 2018 Rusia Opening Ceremony Kamis 14 Juni 2018 Pkl 21.30 Wita Partai Pembuka Grup A Rusia vs Arab Saudi Live di @TRANSTV_CORP @TRANS7 @TransvisionID,1.02E+18,,,in,"Kota Tangerang, Banten",0,0,0,https://twitter.com/alliumtangerang/status/1015203709108842496,3144328349,alliumtangerang
1.02E+18,Fri Jul 06 12:12:35 +0000 2018,1,@sudjiwotedjo Untuk Rusia disebut Ngallah mbah... Kalau di Negri Janjukers yang gugur di Piala Dunia di sebut apa mbah ???,1.02E+18,,,in,ꐠ༺┏━≼۝≽❂ⁱⁿᵈᵒⁿᵉˢⁱᵃ❂≼۝≽━┓༻ꐠ,0,0,0,https://twitter.com/Pidoli_Lombang/status/1015206876663853057,9.87E+17,Pidoli_Lombang
1.02E+18,Fri Jul 06 12:26:51 +0000 2018,0,piala dunia yang kurang greget kerna ada teknologi Var,1.02E+18,,,in,Bandar Lampung,0,0,0,https://twitter.com/Mithandini_/status/1015210466749005826,231832723,Mithandini_
1.02E+18,Fri Jul 06 13:05:00 +0000 2018,0,Penalti di Piala Dunia 2018 ini udah bukan barang mewah lagi. Tanpa ataupun dengan VAR.,1.02E+18,,,in,"Gerona, Cataluña",0,0,0,https://twitter.com/anovia17/status/1015220067754102784,939193734,anovia17
1.02E+18,Fri Jul 06 13:15:27 +0000 2018,0,@budimandjatmiko Sikalaus piala dunia 20 tahun.. 1978 Argentina tuan rumah juaranya Argentina 1998 Prancis tuan rumah juaranya Prancis 2018 Rusia tuan rumah juaranya...? #beruangmerah,1.02E+18,,budimandjatmiko,in,,0,0,0,https://twitter.com/herykane6/status/1015222696647352321,9.74E+17,herykane6
1.02E+18,Fri Jul 06 13:15:30 +0000 2018,0,Namun kehadiran Radamel Falcao Juan Cuadrado dan Quintero bakal memberikan semangat buat skuad Jose Pekerman pada malam ini. Siapakah bakal ke pusingan seterusnya? Tiada ruang untuk seri lagi apabila sampai ketahap ini. Is it coming home? #ENGCOL #Rusia2018 #PialaDuniaRusia,1.02E+18,,fauzanalfi,in,"Bandung, Jawa Barat",0,1,0,https://twitter.com/fauzanalfi/status/1015222710492729345,9884882,fauzanalfi
1.02E+18,Fri Jul 06 13:24:41 +0000 2018,1,Tahun ini topiknya: Jokowi pasti menang lagi Kim Jong Un sebenarnya hanya ngakalin si Trump pelemahan KPK Pilkada serentak sampai Putin dan Piala Dunia. Cuma tetap saja mereka bilang udah S2 aja terus jadi dosen .,1.02E+18,,,in,"Bdg-Jawa Barat, Indonesia",0,0,1,https://twitter.com/adetruna/status/1015225022191792129,24381275,adetruna
1.02E+18,Fri Jul 06 13:40:18 +0000 2018,0,Ini kalo rusia sampe menang... pildun kali ini bakal seru nih.. tim2 besar mulai berjatuhan...,1.02E+18,,,in,,0,0,0,https://twitter.com/lhamporichagawa/status/1015228948953919488,1720650649,lhamporichagawa
1.01E+18,Fri Jul 06 14:03:14 +0000 2018,0,@calonseniman Klo lagi piala dunia gini cewe2 Rusia pada rame main ome tv,1.02E+18,,calonseniman,in,"San Diego, CA",0,1,0,https://twitter.com/stallion_diablo/status/1015234721435955200,3254596620,stallion_diablo
1.02E+18,Fri Jul 06 14:26:08 +0000 2018,0,Keren banget pembukaan piala dunia ini. Kapan Indonesia bisa kayak gitu.,1.02E+18,,,in,,0,0,0,https://twitter.com/preciouussme/status/1015240486057963520,9.29E+17,preciouussme
1.02E+18,Fri Jul 06 15:00:01 +0000 2018,0,Saksikan pertandingan perempat final piala dunia Rusia 2018 antara uruguayguay vs Prancis hari Jumat 5 Juli 2018 pukul 21.00 WIB di Allium Tangerang Hotel #pialadunia #pialadunia2018 #pialaduniatangerang #infotangerang #alliumtangeranghotel #samalihotelsandresorts #tangerangituallium,1.02E+18,,,in,"Kota Tangerang, Banten",0,0,0,https://twitter.com/alliumtangerang/status/1015249011723210752,3144328349,alliumtangerang
1.01E+18,Fri Jul 06 15:32:17 +0000 2018,1,@Riansiger1 @ssirah ttd: yang tau VAR dari piala dunia,1.02E+18,,ResimenRasiman,in,Jagad raya alam semesta,0,0,0,https://twitter.com/ronny_forever/status/1015257131681902592,83560065,ronny_forever
1.02E+18,Fri Jul 06 15:45:15 +0000 2018,0,Setelah apa yang trjadi diperdelapan final piala dunia walaupun belum selesai tp aku sdh memutuskan untuk sepenuhnya mendukung Rusia krn Rusia adalah satu2nya timnas yang tidak bakalan pulang kampung ,1.02E+18,,,in,Jakarta City,0,0,0,https://twitter.com/Syindhu/status/1015260396666552320,105968367,Syindhu
1.02E+18,Fri Jul 06 15:49:22 +0000 2018,0,Tahukah anda Adam Rizman pelajar form 2 SMK Meru Klang di Piala Dunia Rusia. Beliau jadi pembawa bola game Spain vs Rusia setelah menang Kid Skill Competition anjuran Kia Motor April 2018.,1.02E+18,,,in,"Bekasi, Indonesia",0,0,0,https://twitter.com/hakimsrg/status/1015261429446819840,81427639,hakimsrg
1.02E+18,Fri Jul 06 16:03:31 +0000 2018,0,Driver ojol nabung 3 tahun buat nonton piala dunia di rusia masuk tv dan orang pada muji.... Coba k-popers nabung 3 tahun terus nonton konser di korea apa jepang mesti dinyinyirin 'jauh-jauh nonton plastik' 'mending disedekahin' Double standard as always~~,1.02E+18,,,in,"Bogor, Jawa Barat",0,0,0,https://twitter.com/makhlukya/status/1015264990222094336,246707378,makhlukya
1.02E+18,Fri Jul 06 16:04:11 +0000 2018,0,Lurah Rusia harus bangun pagi2 lagi ini buat ngantar Timnas spanyol. Supir bis juga harus nganterin mereka ke pusat oleh2 khas Rusia. Pildun rasa dagelan,1.02E+18,,,in,Ciledug Kota Tangerang,0,0,0,https://twitter.com/CiledugOnline/status/1015265158103367680,9.27E+17,CiledugOnline
1.02E+18,Fri Jul 06 16:12:11 +0000 2018,0,Terimakasih bapa Jokowi berkat bapa nanti malam pembukaan piala dunia tuan rumah Rusia vs Arab Saudi mainya 90 menit #WorldCup #MenghindariSuspend,1.02E+18,,,in,"Tangerang, Banten",0,0,0,https://twitter.com/goldstar41/status/1015267173575491584,409348090,goldstar41
1.02E+18,Fri Jul 06 16:23:54 +0000 2018,0,Scr pribadi sangat setuju diterapin VAR di Piala Dunia krn mas-mas jamet warkop depan komplek gak bisa nyalahin wasit kalau tim kesayangannya kalah,1.02E+18,,,in,I wish you were here,0,0,0,https://twitter.com/Ifhul_7/status/1015270120535384064,862656666,Ifhul_7
1.02E+18,Fri Jul 06 16:42:48 +0000 2018,0,tp sayang di tengah uforia pildun ini tim fav saya bahkan tak masuk bukan belanda lho tapi italia yaaapp tim y om buffon dkk bahkan jd akhir yang paling menyedihkan buat om buffon di akhir masa pensiun ya gagal bawa trofi champions leage trs gagal bw italia datang ke rusia,1.02E+18,,ZinnyInverted,in,"Jakarta Capital Region, Indone",0,0,0,https://twitter.com/ZinnyInverted/status/1015274876427382784,243545806,ZinnyInverted
1.02E+18,Fri Jul 06 17:39:31 +0000 2018,0,cuma VAR aja yang mengurangi keseruan piala dunia,1.02E+18,,,in,"Bogor, Jawa Barat",0,0,0,https://twitter.com/mulyana22_/status/1015289153422962689,2486766730,mulyana22_
1.02E+18,Fri Jul 06 17:44:36 +0000 2018,0,@rlthingy2 Masuk piala dunia aja udah keren bisa ngalahin negara besar aja udah hebat datang ke rusia main di lapangannya sana aja udah bangga banget. Ya Allah kalian tolong dong sedih deh:(,1.02E+18,,rlthingy,in,she/her,0,0,0,https://twitter.com/platcnic/status/1015290431322537984,7.89E+17,platcnic
1.02E+18,Fri Jul 06 17:46:23 +0000 2018,0,@PartaiSocmed Lukaku pemain Belgia Tum..entah kalau lukamu karena di daftar nama pemain2 yang ikut piala dunia Rusia tidak ada tuh.,1.02E+18,,PartaiSocmed,in,,0,1,0,https://twitter.com/JohnySibuea/status/1015290881434267648,2693402689,JohnySibuea
1.02E+18,Fri Jul 06 17:53:02 +0000 2018,0,@al_fauzannn Apakah intonasi bahasa Rusia kedengarannya cadel mas? Jika ya mungkin hanya ingin menunjukkan bahwa piala dunia itu di Rusia. Jika tidak emang bawaan dari sananya cadel. Sok aja anterin pulang.,1.02E+18,,alinea_terakhir,in,,0,0,0,https://twitter.com/JohnySibuea/status/1015292550859505664,2693402689,JohnySibuea
1.02E+18,Fri Jul 06 18:06:41 +0000 2018,0,konser piala dunia tapi ada lagunya terong dicabein. ini apadah korelasinya? yhamasa yang lagi pada d rusia sono makanannya terong dicabein ,1.02E+18,,,in,Indonesia,0,0,0,https://twitter.com/Alqanime/status/1015295986871259136,1508503261,Alqanime
1.02E+18,Fri Jul 06 18:52:34 +0000 2018,0,Piala dunia ini jadi bukti nyata karena ada teknologi olahraga bisa berubah bahkan hingga ke cara bermain. Sekarang perasaan gue Tim lebih cenderung ngincar pelanggaran buat ngegoalin lewat set-piece dibanding open play.,1.02E+18,,,in,בעקבות האור ▲,0,0,0,https://twitter.com/utho_/status/1015307533223784448,108895237,utho_
1.02E+18,Fri Jul 06 19:03:28 +0000 2018,17, Piala.Dunia Rusia jadi Kuburan Tim Besar. Semoga Inggris yang Juara.... Horeeeee......,1.02E+18,,,in,Rock n Roll Di Jalanan ,3,15,3,https://twitter.com/kangjaill/status/1015310279251382272,383712645,kangjaill
1.02E+18,Fri Jul 06 19:13:39 +0000 2018,0,Nah semua pemenang #JNERaceToMoscow #JNEPestaBola @jne_id @jne_bdo dapat tiket pesawat PP ke Rusia biaya visa dan pastinya... bisa nonton langsung pertandingan Piala Dunia! Asiknya!,1.02E+18,,,in,,0,0,0,https://twitter.com/DirgaQhais/status/1015312840713031680,1978590961,DirgaQhais
1.02E+18,Fri Jul 06 19:32:11 +0000 2018,0,Jika Indonesia tuan rumah Piala Dunia siapa penyanyi yang layak tampil di upacara pembukaan?,1.02E+18,,,in,,0,0,0,https://twitter.com/papi_Ngolo/status/1015317503747084288,81498054,papi_Ngolo
1.02E+18,Fri Jul 06 19:55:17 +0000 2018,0,Saat menonton pildun. Lagu kebangsaan Arab Saudi dinyanyikan: hmm gak tau~ Lagi kebangsaan Rusia dinyanyikan: *ikutan nyanyi nadanya karena tau meski tak bisa liriknya Dekatkanlah hamba pada negara tempat tanah suci berada ya Allah :(,1.02E+18,,,in,"ÜT: -6.430471,106.91431",0,1,0,https://twitter.com/agahsuryaji/status/1015323318184914944,77449717,agahsuryaji
1.02E+18,Fri Jul 06 19:55:49 +0000 2018,0,Terima kasih Jepang atas kunjungan nya ke piala dunia Rusia sampai ketemu di lain kesempatan,1.02E+18,,,in,"Tangerang, Banten",0,0,0,https://twitter.com/goldstar41/status/1015323451148492801,409348090,goldstar41
1.02E+18,Fri Jul 06 20:03:33 +0000 2018,0,Kalau lihat kinerja wasit termasuk panel VAR Argentina lolos ke babak 16 besar! Piala Dunia ini diperuntukkan buat negara-negara yang sudah punya sejarah panjang di Piala Dunia. Tak lepas juga dari peran sponsor/bisnis.,1.02E+18,,,in,Sundaland 🇬🇦,0,0,0,https://twitter.com/mariokemes/status/1015325398148702208,179994273,mariokemes
1.02E+18,Fri Jul 06 20:06:07 +0000 2018,0,@3mtr1 @jonathan_erwan @triefince @Eliaresa @bebaspikir ngga kalah Italia sama Belanda pertandingan Piala Dunia 2018 di Rusia makanya mereka yang masuk Final nantinya,1.02E+18,,3mtr1,in,In the Moon,0,1,0,https://twitter.com/moan1974/status/1015326044440547328,7.42E+17,moan1974
1.02E+18,Fri Jul 06 20:06:57 +0000 2018,0,ya mungkin piala dunia skrg banyak pinalti gegara pemain2 skrg lebih agresif aja sama yang nahan niat gamau kegolan bgt ya biasa ngelanggar apes aja ketauan wasitanya. var jg cuma dikit jg jadi faktor pinaltinya. makin bagus si kata gue,1.02E+18,,,in,Rumah BTOB,0,0,0,https://twitter.com/binchang_/status/1015326255455977474,9.58E+17,binchang_
1.02E+18,Fri Jul 06 20:18:42 +0000 2018,1,Jadi critanya pildun 2018 Rusia sangat menarik. Terutama ketika pembukaan Rusia ( host ) melawan arab saudi yang pas lagi lebaran. Karena lagi lebaran maka gawang aran saudi juga lebar-an kebobolan 5-0 #WorldCup #WorldCupRussia2018,1.02E+18,,,in,"Medan, Natal, Indonesia",0,0,0,https://twitter.com/okinantan/status/1015329209265213441,66062574,okinantan
1.02E+18,Fri Jul 06 20:23:07 +0000 2018,0,Ni piala dunia kursi penonton banyak kosong tapi berisik nya kaya partai pembukaan... berisik ga jelas gini.. sound efeknya ga enak..,1.02E+18,,,in,"Jakarta Capital Region, Indone",0,0,0,https://twitter.com/Lihatorang/status/1015330323112923136,98248111,Lihatorang
1.02E+18,Fri Jul 06 20:33:24 +0000 2018,0,euforia piala dunia nya baru berasa malem ini masa setelah liat opening ceremony~,1.02E+18,,,in,selayar indonesia,0,0,0,https://twitter.com/NURALIMBAHRI1/status/1015332910872911873,2366723887,NURALIMBAHRI1
1.02E+18,Fri Jul 06 20:43:31 +0000 2018,0,@muhdafrizal Huhu kita tgok rusia menang piala dunia wehhh... History In The Making :'),1.02E+18,,,in,KCH - KL,0,0,0,https://twitter.com/emirwan_/status/1015335458442629120,151863272,emirwan_
1.02E+18,Fri Jul 06 20:47:45 +0000 2018,0,Rusia 2018 ini Piala Dunia/Euro di daratan Eropa yang paling sepi dari 'keriuhan' pendukung diluar stadion kayaknya ya? Jauh dari ekspetasi ,1.02E+18,,,in,selayar indonesia,0,0,0,https://twitter.com/NURALIMBAHRI1/status/1015336522340552704,2366723887,NURALIMBAHRI1
1.02E+18,Fri Jul 06 21:01:35 +0000 2018,0, berarti wakil dari benua Amerika ga da lagi udah gugur di piala dunia.. semuanya tinggal dari benua Eropa.... tunggu hasil dari Rusia vs kroasia inggris vs Swedia nanti malam ... yang semifinal prancis vs belgia.... ,1.02E+18,,,in,bireuen,0,0,0,https://twitter.com/auliarahmad17/status/1015340002807635969,1966451958,auliarahmad17
1.02E+18,Fri Jul 06 21:45:12 +0000 2018,0,Piala dunia 2018 lakon utamanya VAR ,1.02E+18,,,in,,0,0,0,https://twitter.com/sutardawuan/status/1015350977942220800,1201607652,sutardawuan
1.02E+18,Fri Jul 06 22:40:19 +0000 2018,0,Brazil udah pulang dari Rusia Belgia sama prancis udah memastikan diri di semifinal tinggal menunggu Swedia vs Inggris sama Kroasia vs Rusia. Fase semifinal - final Piala Dunia 2018 secara resmi menjadi PIALA EROPA 2018,1.02E+18,,,in,Jakarta - Indonesia,0,0,0,https://twitter.com/revigooner/status/1015364848773783553,612703381,revigooner
1.02E+18,Fri Jul 06 22:48:28 +0000 2018,0,Presiden Fifa jemput kesemua pemain pasukan bolasepak Wild Boars (mangsa terperangkap dalam gua di Thailand) ke perlawanan Final Piala Dunia di Rusia.,1.02E+18,,,in,kampung,0,0,0,https://twitter.com/rrud1x/status/1015366902493822976,85457896,rrud1x
1.02E+18,Fri Jul 06 22:56:29 +0000 2018,0,#BRABEL piala dunia yang nggak bisa ditebak ya pemain nya sumpah nggak ngrti agi dah negara idola gua harus angkat koper nya dari rusia german&gt;argentina&gt;portugal&gt;dan sekrg menyusul brazil heran gua,1.02E+18,,,in,,0,0,0,https://twitter.com/coupscy/status/1015368918557384704,8.54E+17,coupscy
1.02E+18,Fri Jul 06 23:10:28 +0000 2018,0,Kalau hanya mencapai semifinal Enzo Scifo pernah membawa #BEL ke babak semifinal Piala Dunia 1986. Jadi bawa lebih jauh Belgia melangkah di Rusia 2018 Kevin de Bruyne.,1.02E+18,,,in,Indonesia,0,0,0,https://twitter.com/Waspada2024/status/1015372439470014464,7.17E+17,Waspada2024
1.02E+18,Fri Jul 06 23:22:52 +0000 2018,4,Kalau ditanya kenapa Indonesia gak ikut piala dunia 2018 di Rusia ? Jawab aja Indonesia fokus pada piala Presiden 2019. #SelamatPagi #Brazil,1.02E+18,,,in,Ruang Guruguay,0,0,1,https://twitter.com/ZackySedan/status/1015375559939932160,354135036,ZackySedan
1.02E+18,Fri Jul 13 00:00:57 +0000 2018,1,@dipoalam49 @saididu @RamliRizal @ChatibBasri @RustamIbrahim @Ronnie_Rusli @fadlizon @Fahrihamzah @yopiehidayat @PrijantoRabbani @elfizal @asboediono @ssirah @FaisalBasri @zarazettirazr Sebenarnya indonesia bisa ikut piala dunia di rusia tapi pesertanya harus 33 negara hehehe bodoh kok dipublikasikan,1.02E+18,,dipoalam49,in,,0,0,0,https://twitter.com/AAndimassuanna7/status/1017559471206195200,9.89E+17,AAndimassuanna7
1.02E+18,Fri Jul 13 01:55:56 +0000 2018,2,FINAL PD Bila mnggnkan PRESTASI mk prancis yang sharus nya menang krna prnah Juara Piala Dunia &amp; Piala Eropa. Bika di trpkan sstem ZONASI mk Kroasia yang menang. Karena domisili lbh dekat dg Rusia sbg Tuan Rumah. Bila pkai SKTM Kroasia yang lbh miskin dr prancis mk Kroasia yang juara,1.02E+18,,,in,JAKARTA,1,0,0,https://twitter.com/most1058/status/1017588405956272129,85805755,most1058
1.02E+18,Fri Jul 13 02:39:11 +0000 2018,0,Bandar menang banyak nih selama Pildun Rusia,1.02E+18,,,in,Indonesia,0,0,0,https://twitter.com/azwar_muhlis/status/1017599289688666113,35546401,azwar_muhlis
1.02E+18,Fri Jul 13 03:11:44 +0000 2018,0,.coretan dinding: .Harga 1 tiket untuk menonton Final Piala Dunia pada berbagai platform tiket online adalah kisaran 20-30 juta. .Mau nonton langsung di Rusia atau cukup di tv saja. .,1.02E+18,,,in,,0,0,1,https://twitter.com/sutunonel/status/1017607480321429505,1215754100,sutunonel
1.02E+18,Fri Jul 13 03:27:09 +0000 2018,1,Teriakan wasit goblok di piala dunia tahun ini sedikit berkurang teriakan goboknya beralih untuk VAR. VAR goblok!! VAR goblok!!,1.02E+18,,MYFootballTribe,in,Kuala Lumpur,0,0,2,https://twitter.com/MYFootballTribe/status/1017611361864409088,8.69E+17,MYFootballTribe
1.02E+18,Fri Jul 13 03:54:15 +0000 2018,1,Prediksi semi-final Piala Dunia 2018! Mana yang bakal melaju ke final di Rusia?! #WorldCup #prediksipialadunia,1.02E+18,,,in,Indonesiana,0,2,1,https://twitter.com/Tomstobing/status/1017618183023353857,164118789,Tomstobing
1.02E+18,Fri Jul 13 04:30:08 +0000 2018,0,@jurkjaehyun @MINIXMALISM @gowonderfly @wondoungie @recolucy Tolong user jurkjaehyun ini suruguayh pergi aja ke Rusia jadi badut pildun,1.02E+18,,jurkjaehyun,in,SOUKOR,0,1,0,https://twitter.com/minaIaidzin/status/1017627211212312576,727945872,minaIaidzin
1.02E+18,Fri Jul 13 05:23:31 +0000 2018,5,Pernah Lihat Wasit Piala Dunia 2018 Pakai Bantuan Kamera? 4 Kondisi ini yang Buat VAR Digunakan,1.02E+18,,,in,Bukit Jalil Kuala Lumpur,0,1,6,https://twitter.com/KLCCC_DBKL/status/1017640644825645056,448734312,KLCCC_DBKL
1.02E+18,Fri Jul 13 07:08:19 +0000 2018,0,Perasaan aku aja atau piala dunia kali ini banyak pinalti salah satunya gegara VAR,1.02E+18,,ianwicaksana,in,"Malang, East Java",0,1,0,https://twitter.com/ianwicaksana/status/1017667020576284672,108289231,ianwicaksana
1.02E+18,Fri Jul 13 08:45:04 +0000 2018,0,Piala Dunia 2018 di Rusia mengerucut jadi Piala Eropa tak satupun wakil di luar Eropa di semi final.,1.02E+18,,,in,"Pademangan, Indonesia",0,1,0,https://twitter.com/BudiSupriyatn15/status/1017691368548753408,9.68E+17,BudiSupriyatn15
1.02E+18,Fri Jul 13 08:54:14 +0000 2018,0,Kenapa piala dunia sekarang kurang greget apa karena ada var?,1.02E+18,,,in,"Northbay, Penang",0,0,0,https://twitter.com/feelgoodboy/status/1017693676267626496,23596505,feelgoodboy
1.02E+18,Fri Jul 13 10:59:19 +0000 2018,0,KEMERIAHAN FINAL PIALA DUNIA.... Kakitangan DRB Hicom memakai jersi yang pasukan pilihan mereka yang bertanding pada Piala Dunia 2018 di Rusia sempena memeriahkan perlawanan akhir Ahad ini. Turuguayt kelihatan CEO Alam Flora Datuk Muhamad Zin Hasan yang memakai jersi pasukan Be ,1.02E+18,,,in,"Northbay, Penang",0,0,0,https://twitter.com/feelgoodboy/status/1017725150966542337,23596505,feelgoodboy
1.02E+18,Fri Jul 13 12:33:48 +0000 2018,0,@TCASH_ID TUAN RUMAH PIALA DUNIA 2018 ADALAH RUSIA @tomythomas92 @Evamaiseli,1.02E+18,,linkaja,in,Pasuruguayan,0,0,0,https://twitter.com/MasFaie_17/status/1017748928727379968,381132593,MasFaie_17
1.02E+18,Fri Jul 13 13:24:53 +0000 2018,0,@semiaji_w @TirtoID ️️ smg juara piala dunia Rusia 2018 kroasia ,1.02E+18,,oc_mi8,in,Travelling I ,0,0,1,https://twitter.com/imamM_99/status/1017761783782653952,783925602,imamM_99
1.02E+18,Fri Jul 13 13:28:40 +0000 2018,0,Final Piala Dunia : Belgia vs Rusia #spanyol,1.02E+18,,,in,ampah.kalimantan tengah/bartim,0,0,0,https://twitter.com/adykenzo/status/1017762736426479618,2364981241,adykenzo
1.02E+18,Fri Jul 13 13:41:43 +0000 2018,3,Prediksi awal rusia akan memenangkan pildun 2018,1.02E+18,,,in,"Gunungkidul, Yogyakarta",0,0,0,https://twitter.com/gunungkidultv/status/1017766020092649473,8.17E+17,gunungkidultv
1.02E+18,Fri Jul 13 13:54:32 +0000 2018,0,World Cup Rusia 2018 Sepanjang sejarah Piala Dunia Cuma Brazil yang bisa Juara di Eropa (Swedia),1.02E+18,,,in,Jawa tengah - Kalimantan Barat,0,0,0,https://twitter.com/aditya_kaizen08/status/1017769247185879040,2604470059,aditya_kaizen08
1.02E+18,Fri Jul 13 14:18:03 +0000 2018,0,@TCASH_ID Tuan rumah Piala Dunia 2018 yaitu : RUSIA #pakeTCASH #MenangBanyak Yuk ikutan juga sob @roufuady @Arul1305,1.02E+18,,linkaja,in,"Jawa Barat, Indonesia",0,0,0,https://twitter.com/ayoesfa/status/1017775164891623424,3186267121,ayoesfa
